% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.387	1	14	39	8	1	20	161	0
0.387	1	8	39	8	71	20	161	1
0.387	1	4	39	8	78	20	161	1
0.388	1	15	39	9	12	20	161	0
0.388	1	5	39	9	20	20	161	0
0.388	1	12	39	9	82	20	161	1
0.388	1	1	39	9	87	20	161	1
0.389	1	7	39	10	29	20	161	0
0.389	1	9	39	10	39	20	161	0
0.389	1	6	39	10	91	20	161	1
0.389	1	13	39	10	94	20	161	1
0.39	1	2	40	1	50	20	161	0
0.39	1	11	40	1	58	20	161	0
0.39	1	3	40	1	96	20	161	1
0.39	1	14	40	1	1	20	161	1
0.391	1	10	40	2	63	20	161	0
0.391	1	8	40	2	71	20	161	0
0.391	1	15	40	2	12	20	161	1
0.391	1	5	40	2	20	20	161	1
0.392	1	4	40	3	78	20	161	0
0.392	1	12	40	3	82	20	161	0
0.392	1	7	40	3	29	20	161	1
0.392	1	9	40	3	39	20	161	1
0.393	1	1	40	4	87	20	161	0
0.393	1	6	40	4	91	20	161	0
0.393	1	2	40	4	50	20	161	1
0.393	1	11	40	4	58	20	161	1
0.394	1	13	40	5	94	20	161	0
0.394	1	3	40	5	96	20	161	0
0.394	1	10	40	5	63	20	161	1
0.394	1	8	40	5	71	20	161	1
0.395	1	14	40	6	1	20	161	0
0.395	1	15	40	6	12	20	161	0
0.395	1	4	40	6	78	20	161	1
0.395	1	12	40	6	82	20	161	1
0.396	1	5	40	7	20	20	161	0
0.396	1	7	40	7	29	20	161	0
0.396	1	1	40	7	87	20	161	1
0.396	1	6	40	7	91	20	161	1
0.397	1	9	40	8	39	20	161	0
0.397	1	2	40	8	50	20	161	0
0.397	1	13	40	8	94	20	161	1
0.397	1	3	40	8	96	20	161	1
0.398	1	11	40	9	58	20	161	0
0.398	1	10	40	9	63	20	161	0
0.398	1	14	40	9	1	20	161	1
0.398	1	15	40	9	12	20	161	1
0.399	1	8	40	10	71	20	161	0
0.399	1	4	40	10	78	20	161	0
0.399	1	5	40	10	20	20	161	1
0.399	1	7	40	10	29	20	161	1
0.4	1	12	41	1	82	20	161	0
0.4	1	1	41	1	87	20	161	0
0.4	1	9	41	1	39	20	161	1
0.4	1	2	41	1	50	20	161	1
0.401	1	6	41	2	91	20	161	0
0.401	1	13	41	2	94	20	161	0
0.401	1	11	41	2	58	20	161	1
0.401	1	10	41	2	63	20	161	1
0.402	1	3	41	3	96	20	161	0
0.402	1	14	41	3	1	20	161	0
0.402	1	8	41	3	71	20	161	1
0.402	1	4	41	3	78	20	161	1
0.403	1	15	41	4	12	20	161	0
0.403	1	5	41	4	20	20	161	0
0.403	1	12	41	4	82	20	161	1
0.403	1	1	41	4	87	20	161	1
0.404	1	7	41	5	29	20	161	0
0.404	1	9	41	5	39	20	161	0
0.404	1	6	41	5	91	20	161	1
0.404	1	13	41	5	94	20	161	1
0.405	1	2	41	6	50	20	161	0
0.405	1	11	41	6	58	20	161	0
0.405	1	3	41	6	96	20	161	1
0.405	1	14	41	6	1	20	161	1
0.406	1	10	41	7	63	20	161	0
0.406	1	8	41	7	71	20	161	0
0.406	1	15	41	7	12	20	161	1
0.406	1	5	41	7	20	20	161	1
0.407	1	4	41	8	78	20	161	0
0.407	1	12	41	8	82	20	161	0
0.407	1	7	41	8	29	20	161	1
0.407	1	9	41	8	39	20	161	1
0.408	1	1	41	9	87	20	161	0
0.408	1	6	41	9	91	20	161	0
0.408	1	2	41	9	50	20	161	1
0.408	1	11	41	9	58	20	161	1
0.409	1	13	41	10	94	20	161	0
0.409	1	3	41	10	96	20	161	0
0.409	1	10	41	10	63	20	161	1
0.409	1	8	41	10	71	20	161	1
0.41	1	14	42	1	1	20	161	0
0.41	1	15	42	1	12	20	161	0
0.41	1	4	42	1	78	20	161	1
0.41	1	12	42	1	82	20	161	1
0.411	1	5	42	2	20	20	161	0
0.411	1	7	42	2	29	20	161	0
0.411	1	1	42	2	87	20	161	1
0.411	1	6	42	2	91	20	161	1
0.412	1	9	42	3	39	20	161	0
0.412	1	2	42	3	50	20	161	0
0.412	1	13	42	3	94	20	161	1
0.412	1	3	42	3	96	20	161	1
0.413	1	11	42	4	58	20	161	0
0.413	1	10	42	4	63	20	161	0
0.413	1	14	42	4	1	20	161	1
0.413	1	15	42	4	12	20	161	1
0.414	1	8	42	5	71	20	161	0
0.414	1	4	42	5	78	20	161	0
0.414	1	5	42	5	20	20	161	1
0.414	1	7	42	5	29	20	161	1
0.415	1	12	42	6	82	20	161	0
0.415	1	1	42	6	87	20	161	0
0.415	1	9	42	6	39	20	161	1
0.415	1	2	42	6	50	20	161	1
0.416	1	6	42	7	91	20	161	0
0.416	1	13	42	7	94	20	161	0
0.416	1	11	42	7	58	20	161	1
0.416	1	10	42	7	63	20	161	1
0.417	1	3	42	8	96	20	161	0
0.417	1	14	42	8	1	20	161	0
0.417	1	8	42	8	71	20	161	1
0.417	1	4	42	8	78	20	161	1
0.418	1	15	42	9	12	20	161	0
0.418	1	5	42	9	20	20	161	0
0.418	1	12	42	9	82	20	161	1
0.418	1	1	42	9	87	20	161	1
0.419	1	7	42	10	29	20	161	0
0.419	1	9	42	10	39	20	161	0
0.419	1	6	42	10	91	20	161	1
0.419	1	13	42	10	94	20	161	1
0.42	1	2	43	1	50	20	161	0
0.42	1	11	43	1	58	20	161	0
0.42	1	3	43	1	96	20	161	1
0.42	1	14	43	1	1	20	161	1
0.421	1	10	43	2	63	20	161	0
0.421	1	8	43	2	71	20	161	0
0.421	1	15	43	2	12	20	161	1
0.421	1	5	43	2	20	20	161	1
0.422	1	4	43	3	78	20	161	0
0.422	1	12	43	3	82	20	161	0
0.422	1	7	43	3	29	20	161	1
0.422	1	9	43	3	39	20	161	1
0.423	1	1	43	4	87	20	161	0
0.423	1	6	43	4	91	20	161	0
0.423	1	2	43	4	50	20	161	1
0.423	1	11	43	4	58	20	161	1
0.424	1	13	43	5	94	20	161	0
0.424	1	3	43	5	96	20	161	0
0.424	1	10	43	5	63	20	161	1
0.424	1	8	43	5	71	20	161	1
0.425	1	14	43	6	1	20	161	0
0.425	1	15	43	6	12	20	161	0
0.425	1	4	43	6	78	20	161	1
0.425	1	12	43	6	82	20	161	1
0.426	1	5	43	7	20	20	161	0
0.426	1	7	43	7	29	20	161	0
0.426	1	1	43	7	87	20	161	1
0.426	1	6	43	7	91	20	161	1
0.427	1	9	43	8	39	20	161	0
0.427	1	2	43	8	50	20	161	0
0.427	1	13	43	8	94	20	161	1
0.427	1	3	43	8	96	20	161	1
0.428	1	11	43	9	58	20	161	0
0.428	1	10	43	9	63	20	161	0
0.428	1	14	43	9	1	20	161	1
0.428	1	15	43	9	12	20	161	1
0.429	1	8	43	10	71	20	161	0
0.429	1	4	43	10	78	20	161	0
0.429	1	5	43	10	20	20	161	1
0.429	1	7	43	10	29	20	161	1
0.43	1	12	44	1	82	20	161	0
0.43	1	1	44	1	87	20	161	0
0.43	1	9	44	1	39	20	161	1
0.43	1	2	44	1	50	20	161	1
0.431	1	6	44	2	91	20	161	0
0.431	1	13	44	2	94	20	161	0
0.431	1	11	44	2	58	20	161	1
0.431	1	10	44	2	63	20	161	1
0.432	1	3	44	3	96	20	161	0
0.432	1	14	44	3	1	20	161	0
0.432	1	8	44	3	71	20	161	1
0.432	1	4	44	3	78	20	161	1
0.433	1	15	44	4	12	20	161	0
0.433	1	5	44	4	20	20	161	0
0.433	1	12	44	4	82	20	161	1
0.433	1	1	44	4	87	20	161	1
0.434	1	7	44	5	29	20	161	0
0.434	1	9	44	5	39	20	161	0
0.434	1	6	44	5	91	20	161	1
0.434	1	13	44	5	94	20	161	1
0.435	1	2	44	6	50	20	161	0
0.435	1	11	44	6	58	20	161	0
0.435	1	3	44	6	96	20	161	1
0.435	1	14	44	6	1	20	161	1
0.436	1	10	44	7	63	20	161	0
0.436	1	8	44	7	71	20	161	0
0.436	1	15	44	7	12	20	161	1
0.436	1	5	44	7	20	20	161	1
0.437	1	4	44	8	78	20	161	0
0.437	1	12	44	8	82	20	161	0
0.437	1	7	44	8	29	20	161	1
0.437	1	9	44	8	39	20	161	1
0.438	1	1	44	9	87	20	161	0
0.438	1	6	44	9	91	20	161	0
0.438	1	2	44	9	50	20	161	1
0.438	1	11	44	9	58	20	161	1
0.439	1	13	44	10	94	20	161	0
0.439	1	3	44	10	96	20	161	0
0.439	1	10	44	10	63	20	161	1
0.439	1	8	44	10	71	20	161	1
0.44	1	14	45	1	1	20	161	0
0.44	1	15	45	1	12	20	161	0
0.44	1	4	45	1	78	20	161	1
0.44	1	12	45	1	82	20	161	1
0.441	1	5	45	2	20	20	161	0
0.441	1	7	45	2	29	20	161	0
0.441	1	1	45	2	87	20	161	1
0.441	1	6	45	2	91	20	161	1
0.442	1	9	45	3	39	20	161	0
0.442	1	2	45	3	50	20	161	0
0.442	1	13	45	3	94	20	161	1
0.442	1	3	45	3	96	20	161	1
0.443	1	11	45	4	58	20	161	0
0.443	1	10	45	4	63	20	161	0
0.443	1	14	45	4	1	20	161	1
0.443	1	15	45	4	12	20	161	1
0.444	1	8	45	5	71	20	161	0
0.444	1	4	45	5	78	20	161	0
0.444	1	5	45	5	20	20	161	1
0.444	1	7	45	5	29	20	161	1
0.445	1	12	45	6	82	20	161	0
0.445	1	1	45	6	87	20	161	0
0.445	1	9	45	6	39	20	161	1
0.445	1	2	45	6	50	20	161	1
0.446	1	6	45	7	91	20	161	0
0.446	1	13	45	7	94	20	161	0
0.446	1	11	45	7	58	20	161	1
0.446	1	10	45	7	63	20	161	1
0.447	1	3	45	8	96	20	161	0
0.447	1	14	45	8	1	20	161	0
0.447	1	8	45	8	71	20	161	1
0.447	1	4	45	8	78	20	161	1
0.448	1	15	45	9	12	20	161	0
0.448	1	5	45	9	20	20	161	0
0.448	1	12	45	9	82	20	161	1
0.448	1	1	45	9	87	20	161	1
0.449	1	7	45	10	29	20	161	0
0.449	1	9	45	10	39	20	161	0
0.449	1	6	45	10	91	20	161	1
0.449	1	13	45	10	94	20	161	1
0.45	1	2	46	1	50	20	161	0
0.45	1	11	46	1	58	20	161	0
0.45	1	3	46	1	96	20	161	1
0.45	1	14	46	1	1	20	161	1
0.451	1	10	46	2	63	20	161	0
0.451	1	8	46	2	71	20	161	0
0.451	1	15	46	2	12	20	161	1
0.451	1	5	46	2	20	20	161	1
0.452	1	4	46	3	78	20	161	0
0.452	1	12	46	3	82	20	161	0
0.452	1	7	46	3	29	20	161	1
0.452	1	9	46	3	39	20	161	1
0.453	1	1	46	4	87	20	161	0
0.453	1	6	46	4	91	20	161	0
0.453	1	2	46	4	50	20	161	1
0.453	1	11	46	4	58	20	161	1
0.454	1	13	46	5	94	20	161	0
0.454	1	3	46	5	96	20	161	0
0.454	1	10	46	5	63	20	161	1
0.454	1	8	46	5	71	20	161	1
0.455	1	14	46	6	1	20	161	0
0.455	1	15	46	6	12	20	161	0
0.455	1	4	46	6	78	20	161	1
0.455	1	12	46	6	82	20	161	1
0.456	1	5	46	7	20	20	161	0
0.456	1	7	46	7	29	20	161	0
0.456	1	1	46	7	87	20	161	1
0.456	1	6	46	7	91	20	161	1
0.457	1	9	46	8	39	20	161	0
0.457	1	2	46	8	50	20	161	0
0.457	1	13	46	8	94	20	161	1
0.457	1	3	46	8	96	20	161	1
0.458	1	11	46	9	58	20	161	0
0.458	1	10	46	9	63	20	161	0
0.458	1	14	46	9	1	20	161	1
0.458	1	15	46	9	12	20	161	1
0.459	1	8	46	10	71	20	161	0
0.459	1	4	46	10	78	20	161	0
0.459	1	5	46	10	20	20	161	1
0.459	1	7	46	10	29	20	161	1
0.46	1	12	47	1	82	20	161	0
0.46	1	1	47	1	87	20	161	0
0.46	1	9	47	1	39	20	161	1
0.46	1	2	47	1	50	20	161	1
0.461	1	6	47	2	91	20	161	0
0.461	1	13	47	2	94	20	161	0
0.461	1	11	47	2	58	20	161	1
0.461	1	10	47	2	63	20	161	1
0.462	1	3	47	3	96	20	161	0
0.462	1	14	47	3	1	20	161	0
0.462	1	8	47	3	71	20	161	1
0.462	1	4	47	3	78	20	161	1
0.463	1	15	47	4	12	20	161	0
0.463	1	5	47	4	20	20	161	0
0.463	1	12	47	4	82	20	161	1
0.463	1	1	47	4	87	20	161	1
0.464	1	7	47	5	29	20	161	0
0.464	1	9	47	5	39	20	161	0
0.464	1	6	47	5	91	20	161	1
0.464	1	13	47	5	94	20	161	1
0.465	1	2	47	6	50	20	161	0
0.465	1	11	47	6	58	20	161	0
0.465	1	3	47	6	96	20	161	1
0.465	1	14	47	6	1	20	161	1
0.466	1	10	47	7	63	20	161	0
0.466	1	8	47	7	71	20	161	0
0.466	1	15	47	7	12	20	161	1
0.466	1	5	47	7	20	20	161	1
0.467	1	4	47	8	78	20	161	0
0.467	1	12	47	8	82	20	161	0
0.467	1	7	47	8	29	20	161	1
0.467	1	9	47	8	39	20	161	1
0.468	1	1	47	9	87	20	161	0
0.468	1	6	47	9	91	20	161	0
0.468	1	2	47	9	50	20	161	1
0.468	1	11	47	9	58	20	161	1
0.469	1	13	47	10	94	20	161	0
0.469	1	3	47	10	96	20	161	0
0.469	1	10	47	10	63	20	161	1
0.469	1	8	47	10	71	20	161	1
0.47	1	14	48	1	1	20	161	0
0.47	1	15	48	1	12	20	161	0
0.47	1	4	48	1	78	20	161	1
0.47	1	12	48	1	82	20	161	1
0.471	1	5	48	2	20	20	161	0
0.471	1	7	48	2	29	20	161	0
0.471	1	1	48	2	87	20	161	1
0.471	1	6	48	2	91	20	161	1
0.472	1	9	48	3	39	20	161	0
0.472	1	2	48	3	50	20	161	0
0.472	1	13	48	3	94	20	161	1
0.472	1	3	48	3	96	20	161	1
0.473	1	11	48	4	58	20	161	0
0.473	1	10	48	4	63	20	161	0
0.473	1	14	48	4	1	20	161	1
0.473	1	15	48	4	12	20	161	1
0.474	1	8	48	5	71	20	161	0
0.474	1	4	48	5	78	20	161	0
0.474	1	5	48	5	20	20	161	1
0.474	1	7	48	5	29	20	161	1
0.475	1	12	48	6	82	20	161	0
0.475	1	1	48	6	87	20	161	0
0.475	1	9	48	6	39	20	161	1
0.475	1	2	48	6	50	20	161	1
0.476	1	6	48	7	91	20	161	0
0.476	1	13	48	7	94	20	161	0
0.476	1	11	48	7	58	20	161	1
0.476	1	10	48	7	63	20	161	1
0.477	1	3	48	8	96	20	161	0
0.477	1	14	48	8	1	20	161	0
0.477	1	8	48	8	71	20	161	1
0.477	1	4	48	8	78	20	161	1
0.478	1	15	48	9	12	20	161	0
0.478	1	5	48	9	20	20	161	0
0.478	1	12	48	9	82	20	161	1
0.478	1	1	48	9	87	20	161	1
0.479	1	7	48	10	29	20	161	0
0.479	1	9	48	10	39	20	161	0
0.479	1	6	48	10	91	20	161	1
0.479	1	13	48	10	94	20	161	1
0.48	1	2	49	1	50	20	161	0
0.48	1	11	49	1	58	20	161	0
0.48	1	3	49	1	96	20	161	1
0.48	1	14	49	1	1	20	161	1
0.481	1	10	49	2	63	20	161	0
0.481	1	8	49	2	71	20	161	0
0.481	1	15	49	2	12	20	161	1
0.481	1	5	49	2	20	20	161	1
0.482	1	4	49	3	78	20	161	0
0.482	1	12	49	3	82	20	161	0
0.482	1	7	49	3	29	20	161	1
0.482	1	9	49	3	39	20	161	1
0.483	1	1	49	4	87	20	161	0
0.483	1	6	49	4	91	20	161	0
0.483	1	2	49	4	50	20	161	1
0.483	1	11	49	4	58	20	161	1
0.484	1	13	49	5	94	20	161	0
0.484	1	3	49	5	96	20	161	0
0.484	1	10	49	5	63	20	161	1
0.484	1	8	49	5	71	20	161	1
0.485	1	14	49	6	1	20	161	0
0.485	1	15	49	6	12	20	161	0
0.485	1	4	49	6	78	20	161	1
0.485	1	12	49	6	82	20	161	1
0.486	1	5	49	7	20	20	161	0
0.486	1	7	49	7	29	20	161	0
0.486	1	1	49	7	87	20	161	1
0.486	1	6	49	7	91	20	161	1
0.487	1	9	49	8	39	20	161	0
0.487	1	2	49	8	50	20	161	0
0.487	1	13	49	8	94	20	161	1
0.487	1	3	49	8	96	20	161	1
0.488	1	11	49	9	58	20	161	0
0.488	1	10	49	9	63	20	161	0
0.488	1	14	49	9	1	20	161	1
0.488	1	15	49	9	12	20	161	1
0.489	1	8	49	10	71	20	161	0
0.489	1	4	49	10	78	20	161	0
0.489	1	5	49	10	20	20	161	1
0.489	1	7	49	10	29	20	161	1
0.49	1	12	50	1	82	20	161	0
0.49	1	1	50	1	87	20	161	0
0.49	1	9	50	1	39	20	161	1
0.49	1	2	50	1	50	20	161	1
0.491	1	6	50	2	91	20	161	0
0.491	1	13	50	2	94	20	161	0
0.491	1	11	50	2	58	20	161	1
0.491	1	10	50	2	63	20	161	1
0.492	1	3	50	3	96	20	161	0
0.492	1	14	50	3	1	20	161	0
0.492	1	8	50	3	71	20	161	1
0.492	1	4	50	3	78	20	161	1
0.493	1	15	50	4	12	20	161	0
0.493	1	5	50	4	20	20	161	0
0.493	1	12	50	4	82	20	161	1
0.493	1	1	50	4	87	20	161	1
0.494	1	7	50	5	29	20	161	0
0.494	1	9	50	5	39	20	161	0
0.494	1	6	50	5	91	20	161	1
0.494	1	13	50	5	94	20	161	1
0.495	1	2	50	6	50	20	161	0
0.495	1	11	50	6	58	20	161	0
0.495	1	3	50	6	96	20	161	1
0.495	1	14	50	6	1	20	161	1
0.496	1	10	50	7	63	20	161	0
0.496	1	8	50	7	71	20	161	0
0.496	1	15	50	7	12	20	161	1
0.496	1	5	50	7	20	20	161	1
0.497	1	4	50	8	78	20	161	0
0.497	1	12	50	8	82	20	161	0
0.497	1	7	50	8	29	20	161	1
0.497	1	9	50	8	39	20	161	1
0.498	1	1	50	9	87	20	161	0
0.498	1	6	50	9	91	20	161	0
0.498	1	2	50	9	50	20	161	1
0.498	1	11	50	9	58	20	161	1
0.499	1	13	50	10	94	20	161	0
0.499	1	3	50	10	96	20	161	0
0.499	1	10	50	10	63	20	161	1
0.499	1	8	50	10	71	20	161	1
0.5	1	14	51	1	1	20	161	0
0.5	1	15	51	1	12	20	161	0
0.5	1	4	51	1	78	20	161	1
0.5	1	12	51	1	82	20	161	1
0.501	1	5	51	2	20	20	161	0
0.501	1	7	51	2	29	20	161	0
0.501	1	1	51	2	87	20	161	1
0.501	1	6	51	2	91	20	161	1
0.502	1	9	51	3	39	20	161	0
0.502	1	2	51	3	50	20	161	0
0.502	1	13	51	3	94	20	161	1
0.502	1	3	51	3	96	20	161	1
0.503	1	11	51	4	58	20	161	0
0.503	1	10	51	4	63	20	161	0
0.503	1	14	51	4	1	20	161	1
0.503	1	15	51	4	12	20	161	1
0.504	1	8	51	5	71	20	161	0
0.504	1	4	51	5	78	20	161	0
0.504	1	5	51	5	20	20	161	1
0.504	1	7	51	5	29	20	161	1
0.505	1	12	51	6	82	20	161	0
0.505	1	1	51	6	87	20	161	0
0.505	1	9	51	6	39	20	161	1
0.505	1	2	51	6	50	20	161	1
0.506	1	6	51	7	91	20	161	0
0.506	1	13	51	7	94	20	161	0
0.506	1	11	51	7	58	20	161	1
0.506	1	10	51	7	63	20	161	1
0.507	1	3	51	8	96	20	161	0
0.507	1	14	51	8	1	20	161	0
0.507	1	8	51	8	71	20	161	1
0.507	1	4	51	8	78	20	161	1
0.508	1	15	51	9	12	20	161	0
0.508	1	5	51	9	20	20	161	0
0.508	1	12	51	9	82	20	161	1
0.508	1	1	51	9	87	20	161	1
0.509	1	7	51	10	29	20	161	0
0.509	1	9	51	10	39	20	161	0
0.509	1	6	51	10	91	20	161	1
0.509	1	13	51	10	94	20	161	1
0.51	1	2	52	1	50	20	161	0
0.51	1	11	52	1	58	20	161	0
0.51	1	3	52	1	96	20	161	1
0.51	1	14	52	1	1	20	161	1
0.511	1	10	52	2	63	20	161	0
0.511	1	8	52	2	71	20	161	0
0.511	1	15	52	2	12	20	161	1
0.511	1	5	52	2	20	20	161	1
0.512	1	4	52	3	78	20	161	0
0.512	1	12	52	3	82	20	161	0
0.512	1	7	52	3	29	20	161	1
0.512	1	9	52	3	39	20	161	1
0.513	1	1	52	4	87	20	161	0
0.513	1	6	52	4	91	20	161	0
0.513	1	2	52	4	50	20	161	1
0.513	1	11	52	4	58	20	161	1
0.514	1	13	52	5	94	20	161	0
0.514	1	3	52	5	96	20	161	0
0.514	1	10	52	5	63	20	161	1
0.514	1	8	52	5	71	20	161	1
0.515	1	14	52	6	1	20	161	0
0.515	1	15	52	6	12	20	161	0
0.515	1	4	52	6	78	20	161	1
0.515	1	12	52	6	82	20	161	1
0.516	1	5	52	7	20	20	161	0
0.516	1	7	52	7	29	20	161	0
0.516	1	1	52	7	87	20	161	1
0.516	1	6	52	7	91	20	161	1
0.517	1	9	52	8	39	20	161	0
0.517	1	2	52	8	50	20	161	0
0.517	1	13	52	8	94	20	161	1
0.517	1	3	52	8	96	20	161	1
0.518	1	11	52	9	58	20	161	0
0.518	1	10	52	9	63	20	161	0
0.518	1	14	52	9	1	20	161	1
0.518	1	15	52	9	12	20	161	1
0.519	1	8	52	10	71	20	161	0
0.519	1	4	52	10	78	20	161	0
0.519	1	5	52	10	20	20	161	1
0.519	1	7	52	10	29	20	161	1
0.52	1	12	53	1	82	20	161	0
0.52	1	1	53	1	87	20	161	0
0.52	1	9	53	1	39	20	161	1
0.52	1	2	53	1	50	20	161	1
0.521	1	6	53	2	91	20	161	0
0.521	1	13	53	2	94	20	161	0
0.521	1	11	53	2	58	20	161	1
0.521	1	10	53	2	63	20	161	1
0.522	1	3	53	3	96	20	161	0
0.522	1	14	53	3	1	20	161	0
0.522	1	8	53	3	71	20	161	1
0.522	1	4	53	3	78	20	161	1
0.523	1	15	53	4	12	20	161	0
0.523	1	5	53	4	20	20	161	0
0.523	1	12	53	4	82	20	161	1
0.523	1	1	53	4	87	20	161	1
0.524	1	7	53	5	29	20	161	0
0.524	1	9	53	5	39	20	161	0
0.524	1	6	53	5	91	20	161	1
0.524	1	13	53	5	94	20	161	1
0.525	1	2	53	6	50	20	161	0
0.525	1	11	53	6	58	20	161	0
0.525	1	3	53	6	96	20	161	1
0.525	1	14	53	6	1	20	161	1
0.526	1	10	53	7	63	20	161	0
0.526	1	8	53	7	71	20	161	0
0.526	1	15	53	7	12	20	161	1
0.526	1	5	53	7	20	20	161	1
0.527	1	4	53	8	78	20	161	0
0.527	1	12	53	8	82	20	161	0
0.527	1	7	53	8	29	20	161	1
0.527	1	9	53	8	39	20	161	1
0.528	1	1	53	9	87	20	161	0
0.528	1	6	53	9	91	20	161	0
0.528	1	2	53	9	50	20	161	1
0.528	1	11	53	9	58	20	161	1
0.529	1	13	53	10	94	20	161	0
0.529	1	3	53	10	96	20	161	0
0.529	1	10	53	10	63	20	161	1
0.529	1	8	53	10	71	20	161	1
0.53	1	14	54	1	1	20	161	0
0.53	1	15	54	1	12	20	161	0
0.53	1	4	54	1	78	20	161	1
0.53	1	12	54	1	82	20	161	1
0.531	1	5	54	2	20	20	161	0
0.531	1	7	54	2	29	20	161	0
0.531	1	1	54	2	87	20	161	1
0.531	1	6	54	2	91	20	161	1
0.532	1	9	54	3	39	20	161	0
0.532	1	2	54	3	50	20	161	0
0.532	1	13	54	3	94	20	161	1
0.532	1	3	54	3	96	20	161	1
0.533	1	11	54	4	58	20	161	0
0.533	1	10	54	4	63	20	161	0
0.533	1	14	54	4	1	20	161	1
0.533	1	15	54	4	12	20	161	1
0.534	1	8	54	5	71	20	161	0
0.534	1	4	54	5	78	20	161	0
0.534	1	5	54	5	20	20	161	1
0.534	1	7	54	5	29	20	161	1
0.535	1	12	54	6	82	20	161	0
0.535	1	1	54	6	87	20	161	0
0.535	1	9	54	6	39	20	161	1
0.535	1	2	54	6	50	20	161	1
0.536	1	6	54	7	91	20	161	0
0.536	1	13	54	7	94	20	161	0
0.536	1	11	54	7	58	20	161	1
0.536	1	10	54	7	63	20	161	1
0.537	1	3	54	8	96	20	161	0
0.537	1	14	54	8	1	20	161	0
0.537	1	8	54	8	71	20	161	1
0.537	1	4	54	8	78	20	161	1
0.538	1	15	54	9	12	20	161	0
0.538	1	5	54	9	20	20	161	0
0.538	1	12	54	9	82	20	161	1
0.538	1	1	54	9	87	20	161	1
0.539	1	7	54	10	29	20	161	0
0.539	1	9	54	10	39	20	161	0
0.539	1	6	54	10	91	20	161	1
0.539	1	13	54	10	94	20	161	1
0.54	1	2	55	1	50	20	161	0
0.54	1	11	55	1	58	20	161	0
0.54	1	3	55	1	96	20	161	1
0.54	1	14	55	1	1	20	161	1
0.541	1	10	55	2	63	20	161	0
0.541	1	8	55	2	71	20	161	0
0.541	1	15	55	2	12	20	161	1
0.541	1	5	55	2	20	20	161	1
0.542	1	4	55	3	78	20	161	0
0.542	1	12	55	3	82	20	161	0
0.542	1	7	55	3	29	20	161	1
0.542	1	9	55	3	39	20	161	1
0.543	1	1	55	4	87	20	161	0
0.543	1	6	55	4	91	20	161	0
0.543	1	2	55	4	50	20	161	1
0.543	1	11	55	4	58	20	161	1
0.544	1	13	55	5	94	20	161	0
0.544	1	3	55	5	96	20	161	0
0.544	1	10	55	5	63	20	161	1
0.544	1	8	55	5	71	20	161	1
0.545	1	14	55	6	1	20	161	0
0.545	1	15	55	6	12	20	161	0
0.545	1	4	55	6	78	20	161	1
0.545	1	12	55	6	82	20	161	1
0.546	1	5	55	7	20	20	161	0
0.546	1	7	55	7	29	20	161	0
0.546	1	1	55	7	87	20	161	1
0.546	1	6	55	7	91	20	161	1
0.547	1	9	55	8	39	20	161	0
0.547	1	2	55	8	50	20	161	0
0.547	1	13	55	8	94	20	161	1
0.547	1	3	55	8	96	20	161	1
0.548	1	11	55	9	58	20	161	0
0.548	1	10	55	9	63	20	161	0
0.548	1	14	55	9	1	20	161	1
0.548	1	15	55	9	12	20	161	1
0.549	1	8	55	10	71	20	161	0
0.549	1	4	55	10	78	20	161	0
0.549	1	5	55	10	20	20	161	1
0.549	1	7	55	10	29	20	161	1
0.55	1	12	56	1	82	20	161	0
0.55	1	1	56	1	87	20	161	0
0.55	1	9	56	1	39	20	161	1
0.55	1	2	56	1	50	20	161	1
0.551	1	6	56	2	91	20	161	0
0.551	1	13	56	2	94	20	161	0
0.551	1	11	56	2	58	20	161	1
0.551	1	10	56	2	63	20	161	1
0.552	1	3	56	3	96	20	161	0
0.552	1	14	56	3	1	20	161	0
0.552	1	8	56	3	71	20	161	1
0.552	1	4	56	3	78	20	161	1
0.553	1	15	56	4	12	20	161	0
0.553	1	5	56	4	20	20	161	0
0.553	1	12	56	4	82	20	161	1
0.553	1	1	56	4	87	20	161	1
0.554	1	7	56	5	29	20	161	0
0.554	1	9	56	5	39	20	161	0
0.554	1	6	56	5	91	20	161	1
0.554	1	13	56	5	94	20	161	1
0.555	1	2	56	6	50	20	161	0
0.555	1	11	56	6	58	20	161	0
0.555	1	3	56	6	96	20	161	1
0.555	1	14	56	6	1	20	161	1
0.556	1	10	56	7	63	20	161	0
0.556	1	8	56	7	71	20	161	0
0.556	1	15	56	7	12	20	161	1
0.556	1	5	56	7	20	20	161	1
0.557	1	4	56	8	78	20	161	0
0.557	1	12	56	8	82	20	161	0
0.557	1	7	56	8	29	20	161	1
0.557	1	9	56	8	39	20	161	1
0.558	1	1	56	9	87	20	161	0
0.558	1	6	56	9	91	20	161	0
0.558	1	2	56	9	50	20	161	1
0.558	1	11	56	9	58	20	161	1
0.559	1	13	56	10	94	20	161	0
0.559	1	3	56	10	96	20	161	0
0.559	1	10	56	10	63	20	161	1
0.559	1	8	56	10	71	20	161	1
0.56	1	14	57	1	1	20	161	0
0.56	1	15	57	1	12	20	161	0
0.56	1	4	57	1	78	20	161	1
0.56	1	12	57	1	82	20	161	1
0.561	1	5	57	2	20	20	161	0
0.561	1	7	57	2	29	20	161	0
0.561	1	1	57	2	87	20	161	1
